"code_station","lat_deg_dec","long_deg_dec","code_lot_materiel","taxname_lot","date_identification_lot","code_ind_tri_morpho","taxname_ind","date_identification_ind","code_ind_biomol","code_sqc_ass","code_sqc_alignement","statut_sqc_ass","date_creation_sqc_ass","taxname_sqc","date_identification_sqc_ass"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_M5]arnAAD3","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_3arn","Aaquaticus|ETGDOUA_201610_3arn_YAF242|16SStenaR1","Aaquaticus|ETGDOUA_201610_3arn_YAF242|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_M8]arnAAD4","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_4arn","Aaquaticus|ETGDOUA_201610_4arn_YAF243|16SStenaR1","Aaquaticus|ETGDOUA_201610_4arn_YAF243|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_M7]arnAAD5","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_5arn","Aaquaticus|ETGDOUA_201610_5arn_YAF244|16SStenaR1","Aaquaticus|ETGDOUA_201610_5arn_YAF244|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_F2]arnAAD6","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_6arn","Aaquaticus|ETGDOUA_201610_6arn_YAF245|16SStenaR1","Aaquaticus|ETGDOUA_201610_6arn_YAF245|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_F3]arnAAD7","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_7arn","Aaquaticus|ETGDOUA_201610_7arn_YAF246|16SStenaR1","Aaquaticus|ETGDOUA_201610_7arn_YAF246|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_F4]arnAAD8","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_8arn","Aaquaticus|ETGDOUA_201610_8arn_YAF247|16SStenaR1","Aaquaticus|ETGDOUA_201610_8arn_YAF247|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ETGDOUA","45.779916","4.867144","ASELLUS_AQUATICUS|ETGDOUA_201610","ASELLUS_AQUATICUS","2016-10-01","ASELLUS_AQUATICUS|ETGDOUA_201610[CRYO_M9]arnAAD9","ASELLUS_AQUATICUS","2016-10-01","Aaquaticus|ETGDOUA_201610_9arn","","","","","",""
"ETJOSS","51.932222","5.235555","ASELLUS_AQUATICUS|ETJOSS_200902","ASELLUS_AQUATICUS","2009-03-01","ASELLUS_AQUATICUS|ETJOSS_200902[1","ASELLUS_AQUATICUS","2009-03-01","","","","","","",""
"FBORMIDA","44.325545","8.200062","ASELLUS_AQUATICUS|FBORMIDA_201408","ASELLUS_AQUATICUS","2015-08-01","ASELLUS_AQUATICUS|FBORMIDA_201408[A1]AAFb1","ASELLUS_AQUATICUS","2015-08-01","Aaquaticus|FBORMIDA_201408_1ID","Aaquaticus|FBORMIDA_201408_1ID_YAD910|16SStenaR1","Aaquaticus|FBORMIDA_201408_1ID_YAD910|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"FBORMIDA","44.325545","8.200062","ASELLUS_AQUATICUS|FBORMIDA_201408","ASELLUS_AQUATICUS","2015-08-01","ASELLUS_AQUATICUS|FBORMIDA_201408[A1]AAFb1","ASELLUS_AQUATICUS","2015-08-01","Aaquaticus|FBORMIDA_201408_1ID","Aaquaticus|FBORMIDA_201408_1ID_YAF013|COILKF1_YAF021_COILKR1","Aaquaticus|FBORMIDA_201408_1ID_YAF013|COILKF1_YAF021_COILKR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"FONTTOSI","45.561586","8.555128","ASELLUS_AQUATICUS|FONTTOSI_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|FONTTOSI_201504[A1]AAF1","ASELLUS_AQUATICUS","2015-07-07","Aaquaticus|FONTTOSI_201504_1ID","Aaquaticus|FONTTOSI_201504_1ID_YAD855|16SStenaR1","Aaquaticus|FONTTOSI_201504_1ID_YAD855|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"FONTTOSI","45.561586","8.555128","ASELLUS_AQUATICUS|FONTTOSI_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|FONTTOSI_201504[A1]AAF1","ASELLUS_AQUATICUS","2015-07-07","Aaquaticus|FONTTOSI_201504_1ID","Aaquaticus|FONTTOSI_201504_1ID_YAE408|COIHCO2198","Aaquaticus|FONTTOSI_201504_1ID_YAE408|COIHCO2198","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"FONTTOSI","45.561586","8.555128","ASELLUS_AQUATICUS|FONTTOSI_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|FONTTOSI_201504[A2]AAF2","ASELLUS_AQUATICUS","2015-07-07","Aaquaticus|FONTTOSI_201504_2","Aaquaticus|FONTTOSI_201504_2_YAD856|16SStenaR1","Aaquaticus|FONTTOSI_201504_2_YAD856|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"FONTTOSI","45.561586","8.555128","ASELLUS_AQUATICUS|FONTTOSI_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|FONTTOSI_201504[A3]AAF3","ASELLUS_AQUATICUS","2015-07-07","Aaquaticus|FONTTOSI_201504_3","Aaquaticus|FONTTOSI_201504_3_YAD859|16SStenaF1","Aaquaticus|FONTTOSI_201504_3_YAD859|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"FONTTOSI","45.561586","8.555128","ASELLUS_AQUATICUS|FONTTOSI_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|FONTTOSI_201504[A3]AAF3","ASELLUS_AQUATICUS","2015-07-07","Aaquaticus|FONTTOSI_201504_3","Aaquaticus|FONTTOSI_201504_3_YAE425|COILCO1490","Aaquaticus|FONTTOSI_201504_3_YAE425|COILCO1490","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"GDEMAISO","47.37278","0.613889","ASELLUS_AQUATICUS|GDEMAISO_200812","ASELLUS_AQUATICUS","2009-01-01","","","","","","","","","",""
"GUYE","46.76083","4.645833","ASELLUS_AQUATICUS|GUYE_200911","ASELLUS_AQUATICUS","2009-12-16","","","","","","","","","",""
"HCOLLIAS","43.95424","4.4831","ASELLUS_SP|HCOLLIAS_201605","ASELLUS_SP","2016-07-01","ASELLUS_SP|HCOLLIAS_201605[J1]AspH1","ASELLUS_SP","2016-07-01","Asp|HCOLLIAS_201605_1","Aaquaticus|HCOLLIAS_201605_1ex_YAE944|16SStenaR1_exAsp","Aaquaticus|HCOLLIAS_201605_1ex_YAE944|16SStenaR1_exAsp","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"HCOLLIAS","43.95424","4.4831","ASELLUS_SP|HCOLLIAS_201605","ASELLUS_SP","2016-07-01","ASELLUS_SP|HCOLLIAS_201605[J1]AspH1","ASELLUS_SP","2016-07-01","Asp|HCOLLIAS_201605_1","Aaquaticus|HCOLLIAS_201605_1ex_YAF014|COILKF1_YAF022_COILKR1_exAsp","Aaquaticus|HCOLLIAS_201605_1ex_YAF014|COILKF1_YAF022_COILKR1_exAsp","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"HOJEA","55.704","13.39","ASELLUS_AQUATICUS|HOJEA_200409","ASELLUS_AQUATICUS","2010-01-01","ASELLUS_AQUATICUS|HOJEA_200409[1]PCoH1","ASELLUS_AQUATICUS","2009-07-17","Pcoxalis|HOJEA_200409_1ID","Aaquaticus|HOJEA_200409_1IDex_YCD305|16SStenaR1_YCD307_16SProaF1_exPcoxalis","Aaquaticus|HOJEA_200409_1IDex_YCD305|16SStenaR1_YCD307_16SProaF1_exPcoxalis","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"ILERHIN1","48.2523","7.67539","ASELLUS_AQUATICUS|ILERHIN1_201409","ASELLUS_AQUATICUS","2014-09-01","","","","","","","","","",""
"ILESNOU2","45.81704","5.090494","ASELLUS_AQUATICUS|ILESNOU2_201308","ASELLUS_AQUATICUS","2013-08-01","ASELLUS_AQUATICUS|ILESNOU2_201308[INCONNU]AAI1","ASELLUS_AQUATICUS","2013-08-01","Aaquaticus|ILESNOU2_201308_1","","","","","",""
"ILESNOUV","45.81583","5.100556","ASELLUS_AQUATICUS|ILESNOUV_200804","ASELLUS_AQUATICUS","2008-04-01","ASELLUS_AQUATICUS|ILESNOUV_200804[1","ASELLUS_AQUATICUS","2008-04-23","","","","","","",""
"IUTAVILL","45.787062","4.882772","ASELLUS_AQUATICUS|IUTAVILL_201509","ASELLUS_AQUATICUS","2015-11-01","","","","","","","","","",""
"KAMENEC","48.36806","21.82528","ASELLUS_AQUATICUS|KAMENEC_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|KAMENEC_201105[A1]AAKa1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|KAMENEC_201105_1","Aaquaticus|KAMENEC_201105_1_YAF015|COILKF1_YAF023_COILKR1","Aaquaticus|KAMENEC_201105_1_YAF015|COILKF1_YAF023_COILKR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KAMENEC","48.36806","21.82528","ASELLUS_AQUATICUS|KAMENEC_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|KAMENEC_201105[A1]AAKa1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|KAMENEC_201105_1","Aaquaticus|KAMENEC_201105_1_YAF569|16SStenaF1","Aaquaticus|KAMENEC_201105_1_YAF569|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KATOVRYS","35.191389","25.221944","ASELLUS_AQUATICUS|KATOVRYS_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|KATOVRYS_201610[A1]AAKt1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|KATOVRYS_201610_1ID","Aaquaticus|KATOVRYS_201610_1ID_YAF411|16SStenaR1","Aaquaticus|KATOVRYS_201610_1ID_YAF411|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KATOVRYS","35.191389","25.221944","ASELLUS_AQUATICUS|KATOVRYS_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|KATOVRYS_201610[A1]AAKt1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|KATOVRYS_201610_1ID","Aaquaticus|KATOVRYS_201610_1ID_YAF618|COILKR1_YAF692_COIProaF1","Aaquaticus|KATOVRYS_201610_1ID_YAF618|COILKR1_YAF692_COIProaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KILLARNE","52.057899","-9.511618","ASELLUS_AQUATICUS|KILLARNE_201204","ASELLUS_AQUATICUS","2015-03-01","ASELLUS_AQUATICUS|KILLARNE_201204[A1]AAKi1","ASELLUS_AQUATICUS","2015-03-01","Aaquaticus|KILLARNE_201204_1","Aaquaticus|KILLARNE_201204_1_YAE219|16SStenaF1_YAE456_16SStenaR1","Aaquaticus|KILLARNE_201204_1_YAE219|16SStenaF1_YAE456_16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KILLARNE","52.057899","-9.511618","ASELLUS_AQUATICUS|KILLARNE_201204","ASELLUS_AQUATICUS","2015-03-01","ASELLUS_AQUATICUS|KILLARNE_201204[A1]AAKi1","ASELLUS_AQUATICUS","2015-03-01","Aaquaticus|KILLARNE_201204_1","Aaquaticus|KILLARNE_201204_1_YAF016|COILKF1_YAF024_COILKR1","Aaquaticus|KILLARNE_201204_1_YAF016|COILKF1_YAF024_COILKR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KRCAVA","48.35639","21.83444","ASELLUS_AQUATICUS|KRCAVA_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|KRCAVA_201105[A1]AAKr1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|KRCAVA_201105_1","Aaquaticus|KRCAVA_201105_1_YAF017|COILKF1_YAF025_COILKR1","Aaquaticus|KRCAVA_201105_1_YAF017|COILKF1_YAF025_COILKR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"KRCAVA","48.35639","21.83444","ASELLUS_AQUATICUS|KRCAVA_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|KRCAVA_201105[A1]AAKr1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|KRCAVA_201105_1","Aaquaticus|KRCAVA_201105_1_YAF570|16SStenaF1","Aaquaticus|KRCAVA_201105_1_YAF570|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"LAVOIR2","47.56333","5.126111","ASELLUS_AQUATICUS|LAVOIR2_200804","ASELLUS_AQUATICUS","2008-04-01","ASELLUS_AQUATICUS|LAVOIR2_200804[INCONNU]AACr1","ASELLUS_AQUATICUS","2008-04-01","Aaquaticus|LAVOIR2_200804_1","","","","","",""
"LAVOIR2","47.56333","5.126111","ASELLUS_AQUATICUS|LAVOIR2_200804","ASELLUS_AQUATICUS","2008-04-01","ASELLUS_AQUATICUS|LAVOIR2_200804[INCONNU]AACr2","ASELLUS_AQUATICUS","2008-04-01","Aaquaticus|LAVOIR2_200804_2","","","","","",""
"LAVOIR2","47.56333","5.126111","ASELLUS_AQUATICUS|LAVOIR2_200804","ASELLUS_AQUATICUS","2008-04-01","ASELLUS_AQUATICUS|LAVOIR2_200804[INCONNU]AACr3","ASELLUS_AQUATICUS","2008-04-01","Aaquaticus|LAVOIR2_200804_3","","","","","",""
"LAYZERON","45.709814","4.57898","ASELLUS_AQUATICUS|LAYZERON_201508","ASELLUS_AQUATICUS","2015-08-01","ASELLUS_AQUATICUS|LAYZERON_201508[A1","ASELLUS_AQUATICUS","2015-10-29","","","","","","",""
"LINGE8","46.75806","1.089444","ASELLUS_AQUATICUS|LINGE8_200808","ASELLUS_AQUATICUS","2008-08-01","","","","","","","","","",""
"MALECNI1","46.55428","15.69496","ASELLUS_AQUATICUS|MALECNI1_201009","ASELLUS_AQUATICUS","2010-11-01","","","","","","","","","",""
"MALENIC2","42.63259","19.01171","ASELLUS_AQUATICUS|MALENIC2_201107","ASELLUS_AQUATICUS","2011-09-01","","","","","","","","","",""
"MILOVICA","42.62403","19.01924","ASELLUS_AQUATICUS|MILOVICA_201107","ASELLUS_AQUATICUS","2011-09-01","","","","","","","","","",""
"MOULINCH","44.76194","-0.634722","ASELLUS_AQUATICUS|MOULINCH_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|MOULINCH_200905[1","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"MOULINCH","44.76194","-0.634722","ASELLUS_AQUATICUS|MOULINCH_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|MOULINCH_200905[2","ASELLUS_AQUATICUS","2009-07-22","","","","","","",""
"NEUHAUS","46.68555","7.80775","ASELLUS_AQUATICUS|NEUHAUS_201009","ASELLUS_AQUATICUS","2010-11-01","","","","","","","","","",""
"ORLOVAC","43.67218","16.77431","ASELLUS_AQUATICUS|ORLOVAC_199906","ASELLUS_AQUATICUS","2011-01-01","ASELLUS_AQUATICUS|ORLOVAC_199906[A]AAO1","ASELLUS_AQUATICUS","2011-01-01","Aaquaticus|ORLOVAC_199906_1ID","","","","","",""
"OSP1","45.57251","13.85864","ASELLUS_AQUATICUS|OSP1_201009","ASELLUS_AQUATICUS","2010-11-01","","","","","","","","","",""
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk1","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_1arn","Aaquaticus|PIVKACAV_201504_1arn_YAD712|16SStenaR1","Aaquaticus|PIVKACAV_201504_1arn_YAD712|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk2","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_2arn","Aaquaticus|PIVKACAV_201504_2arn_YAD713|16SStenaR1","Aaquaticus|PIVKACAV_201504_2arn_YAD713|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk3","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_3arn","Aaquaticus|PIVKACAV_201504_3arn_YAD714|16SStenaR1","Aaquaticus|PIVKACAV_201504_3arn_YAD714|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk4","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_4arn","Aaquaticus|PIVKACAV_201504_4arn_YAD715|16SStenaR1","Aaquaticus|PIVKACAV_201504_4arn_YAD715|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk5","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_5arn","Aaquaticus|PIVKACAV_201504_5arn_YAD716|16SStenaR1","Aaquaticus|PIVKACAV_201504_5arn_YAD716|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A1]AAPk6","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_6ID","Aaquaticus|PIVKACAV_201504_6ID_YAD831|16SStenaR1","Aaquaticus|PIVKACAV_201504_6ID_YAD831|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A1]AAPk6","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_6ID","Aaquaticus|PIVKACAV_201504_6ID_YAD965|COILCO1490","Aaquaticus|PIVKACAV_201504_6ID_YAD965|COILCO1490","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A2]AAPk7","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_7ID","Aaquaticus|PIVKACAV_201504_7ID_YAD832|16SStenaR1","Aaquaticus|PIVKACAV_201504_7ID_YAD832|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A3]AAPk8","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_8","Aaquaticus|PIVKACAV_201504_8_YAD849|16SStenaF1","Aaquaticus|PIVKACAV_201504_8_YAD849|16SStenaF1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A3]AAPk8","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_8","Aaquaticus|PIVKACAV_201504_8_YAE392|COIHCO2198","Aaquaticus|PIVKACAV_201504_8_YAE392|COIHCO2198","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PLACERO","46.38896","16.0368","ASELLUS_AQUATICUS|PLACERO_201009","ASELLUS_AQUATICUS","2010-11-01","","","","","","","","","",""
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl1","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_1arn","Aaquaticus|PLANINA_201504_1arn_YAD643|16SStenaR1","Aaquaticus|PLANINA_201504_1arn_YAD643|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl2","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_2arn","Aaquaticus|PLANINA_201504_2arn_YAD644|16SStenaR1","Aaquaticus|PLANINA_201504_2arn_YAD644|16SStenaR1","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl3","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_3arn","Aaquaticus|PLANINA_201504_3arn_TRINITYDN50490c1g2i1|Transcript_AAPlasb3nov2015","Aaquaticus|PLANINA_201504_3arn_TRINITYDN50490c1g2i1|Transcript_AAPlasb3nov2015","VALIDEE","2017-09-15","ASELLUS_AQUATICUS","2017-09-15"
