"code_station","lat_deg_dec","long_deg_dec","code_lot_materiel","taxname_lot","date_identification_lot","code_ind_tri_morpho","taxname_ind","date_identification_ind","code_ind_biomol","code_sqc_ass","taxname_sqc","date_identification_sqc_ass","gene","nb_chromato_sqc_ass"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A1]AAPk6","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_6ID","Aaquaticus|PIVKACAV_201504_6ID_YAD831|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A1]AAPk6","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_6ID","Aaquaticus|PIVKACAV_201504_6ID_YAD965|COILCO1490","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A2]AAPk7","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_7ID","Aaquaticus|PIVKACAV_201504_7ID_YAD832|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A3]AAPk8","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_8","Aaquaticus|PIVKACAV_201504_8_YAD849|16SStenaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[A3]AAPk8","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_8","Aaquaticus|PIVKACAV_201504_8_YAE392|COIHCO2198","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk1","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_1arn","Aaquaticus|PIVKACAV_201504_1arn_YAD712|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk2","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_2arn","Aaquaticus|PIVKACAV_201504_2arn_YAD713|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk3","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_3arn","Aaquaticus|PIVKACAV_201504_3arn_YAD714|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk4","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_4arn","Aaquaticus|PIVKACAV_201504_4arn_YAD715|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PIVKACAV","45.819984","14.245817","ASELLUS_AQUATICUS|PIVKACAV_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|PIVKACAV_201504[CRYO]arnAAPk5","ASELLUS_AQUATICUS","2015-07-01","Aaquaticus|PIVKACAV_201504_5arn","Aaquaticus|PIVKACAV_201504_5arn_YAD716|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[A1]AAPl6","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_6ID","Aaquaticus|PLANINA_201504_6ID_YAD842|16SStenaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[A1]AAPl6","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_6ID","Aaquaticus|PLANINA_201504_6ID_YAE196|AM4F2Aaq","ASELLUS_AQUATICUS","2017-09-15","AM4","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[A1]AAPl6","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_6ID","Aaquaticus|PLANINA_201504_6ID_YAD964|COIHCO2198","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[A2]AAPl7","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_7","Aaquaticus|PLANINA_201504_7_YAD837|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[A2]AAPl7","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_7","Aaquaticus|PLANINA_201504_7_YAE426|COILCO1490","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[A3]AAPl8","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_8","Aaquaticus|PLANINA_201504_8_YAD838|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl1","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_1arn","Aaquaticus|PLANINA_201504_1arn_YAD643|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl2","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_2arn","Aaquaticus|PLANINA_201504_2arn_YAD644|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl3","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_3arn","Aaquaticus|PLANINA_201504_3arn_TRINITYDN50490c1g2i1|Transcript_AAPlasb3nov2015","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl3","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_3arn","Aaquaticus|PLANINA_201504_3arn_YAD645|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl4","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_4arn","Aaquaticus|PLANINA_201504_4arn_YAD646|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PLANINA","45.86805","14.24295","ASELLUS_AQUATICUS|PLANINA_201504","ASELLUS_AQUATICUS","2015-04-01","ASELLUS_AQUATICUS|PLANINA_201504[CRYO]arnAAPl5","ASELLUS_AQUATICUS","2015-07-03","Aaquaticus|PLANINA_201504_5arn","Aaquaticus|PLANINA_201504_5arn_YAD647|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[A1]AAP1","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_1ID","Aaquaticus|PRATIRO_201408_1ID_YCM979|16SProaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[A1]AAP1","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_1ID","Aaquaticus|PRATIRO_201408_1ID_YAD593|28Slev2","ASELLUS_AQUATICUS","2017-09-15","28S","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[A1]AAP1","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_1ID","Aaquaticus|PRATIRO_201408_1ID_YAD043|COILCO1490","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YCM976|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YAD556|28SStenaR1","ASELLUS_AQUATICUS","2017-09-15","28S","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YAE570|AM4R1Aaq","ASELLUS_AQUATICUS","2017-09-15","AM4","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B1]AAP2","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_2","Aaquaticus|PRATIRO_201408_2_YAD044|COIE2198E","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B2]AAP3","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_3","Aaquaticus|PRATIRO_201408_3_YCM977|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"PRATIRO","45.834457","9.017671","ASELLUS_AQUATICUS|PRATIRO_201408","ASELLUS_AQUATICUS","2015-01-01","ASELLUS_AQUATICUS|PRATIRO_201408[B2]AAP3","ASELLUS_AQUATICUS","2015-01-01","Aaquaticus|PRATIRO_201408_3","Aaquaticus|PRATIRO_201408_3_YAD523|COIE2198E","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"ROSSJOHO","56.277","12.873","ASELLUS_AQUATICUS|ROSSJOHO_200809","ASELLUS_AQUATICUS","2010-01-01","ASELLUS_AQUATICUS|ROSSJOHO_200809[1]PCoRJ1","ASELLUS_AQUATICUS","2009-07-17","Pcoxalis|ROSSJOHO_200809_1ID","Aaquaticus|ROSSJOHO_200809_1IDex_YCD219|16SStenaR1_exPcoxalis","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[1]PspSp1","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_1ID","Aaquaticus|SPUZANEX_201107_1IDex_YAB597|16SarDr_3kbdil_exProasellus_etrange","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[1]PspSp1","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_1ID","Aaquaticus|SPUZANEX_201107_1IDex_YCM060|28Slev2_exProasellus_etrange","ASELLUS_AQUATICUS","2017-09-15","28S","1"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[1]PspSp1","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_1ID","Aaquaticus|SPUZANEX_201107_1IDex_YAC699|COILCO1490_YAC747_COIHCO2198_exProasellus_etrange","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[2]PspSp2","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_2ID","Aaquaticus|SPUZANEX_201107_2IDex_YAB698|16SStenaR1_exProasellus_etrange","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"SPUZANEX","42.48603","19.17389","ASELLUS_AQUATICUS|SPUZANEX_201107","ASELLUS_AQUATICUS","2011-07-01","ASELLUS_AQUATICUS|SPUZANEX_201107[2]PspSp2","ASELLUS_AQUATICUS","2011-07-01","Proasellus_etrange|SPUZANex_201107_2ID","Aaquaticus|SPUZANEX_201107_2IDex_YAE517|AM4R6Aaq_exProasellus_etrange","ASELLUS_AQUATICUS","2017-09-15","AM4","1"
"STRAZME","48.38139","21.85806","ASELLUS_AQUATICUS|STRAZME_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|STRAZME_201105[A1]AASt1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|STRAZME_201105_1","Ppribenicensis|STRAZME_201105_1ex_YAE070|16SStenaF1_exAaquaticus","PROASELLUS_PRIBENICENSIS","2017-09-15","16S","1"
"STRAZME","48.38139","21.85806","ASELLUS_AQUATICUS|STRAZME_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|STRAZME_201105[A1]AASt1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|STRAZME_201105_1","Ppribenicensis|STRAZME_201105_1ex_YAF045|COILKF1_YAF111_COILKR2_exAaquaticus","PROASELLUS_PRIBENICENSIS","2017-09-15","COI","2"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A1]AAS1","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_1ID","Aaquaticus|SURVAGO_201504_1ID_YAD829|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A1]AAS1","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_1ID","Aaquaticus|SURVAGO_201504_1ID_YAE409|COIHCO2198","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A2]AAS2","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_2","Aaquaticus|SURVAGO_201504_2_YAD844|16SStenaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A2]AAS2","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_2","Aaquaticus|SURVAGO_201504_2_YAE427|COILCO1490","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"SURVAGO","45.393569","11.155236","ASELLUS_AQUATICUS|SURVAGO_201504","ASELLUS_AQUATICUS","2015-07-01","ASELLUS_AQUATICUS|SURVAGO_201504[A3]AAS3","ASELLUS_AQUATICUS","2015-07-02","Aaquaticus|SURVAGO_201504_3","Aaquaticus|SURVAGO_201504_3_YAD845|16SStenaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[INCONNU]T1","ASELLUS_AQUATICUS","2009-07-22","Aaquaticus|TANNERIE_200905_1","Aaquaticus|TANNERIE_200905_1_YAS787|16SStenaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[INCONNU]T1","ASELLUS_AQUATICUS","2009-07-22","Aaquaticus|TANNERIE_200905_1","Aaquaticus|TANNERIE_200905_1_YCM088|28Slev2","ASELLUS_AQUATICUS","2017-09-15","28S","1"
"TANNERIE","44.77806","-0.588056","ASELLUS_AQUATICUS|TANNERIE_200905","ASELLUS_AQUATICUS","2009-06-01","ASELLUS_AQUATICUS|TANNERIE_200905[INCONNU]T1","ASELLUS_AQUATICUS","2009-07-22","Aaquaticus|TANNERIE_200905_1","Aaquaticus|TANNERIE_200905_1_YAC700|COIHCO2198_YAC749_COILCO1490","ASELLUS_AQUATICUS","2017-09-15","COI","2"
"THRISO","35.476983","23.929754","ASELLUS_AQUATICUS|THRISO_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|THRISO_201610[A1]AAT1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|THRISO_201610_1ID","Aaquaticus|THRISO_201610_1ID_YAF419|16SStenaF1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"THRISO","35.476983","23.929754","ASELLUS_AQUATICUS|THRISO_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|THRISO_201610[A1]AAT1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|THRISO_201610_1ID","Aaquaticus|THRISO_201610_1ID_YAF592|COILKF1","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"VELKY","48.345","21.83472","ASELLUS_AQUATICUS|VELKY_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|VELKY_201105[A1]AAV1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|VELKY_201105_1","Aaquaticus|VELKY_201105_1_YAE220|16SStenaF1_YAE457_16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","2"
"VELKY","48.345","21.83472","ASELLUS_AQUATICUS|VELKY_201105","ASELLUS_AQUATICUS","2011-06-01","ASELLUS_AQUATICUS|VELKY_201105[A1]AAV1","ASELLUS_AQUATICUS","2011-06-01","Aaquaticus|VELKY_201105_1","Aaquaticus|VELKY_201105_1_YAF121|COILKF0_dil","ASELLUS_AQUATICUS","2017-09-15","COI","1"
"VRYSSES","35.376174","24.20108","ASELLUS_AQUATICUS|VRYSSES_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|VRYSSES_201610[A1]AAVr1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|VRYSSES_201610_1ID","Aaquaticus|VRYSSES_201610_1ID_YAF413|16SStenaR1","ASELLUS_AQUATICUS","2017-09-15","16S","1"
"VRYSSES","35.376174","24.20108","ASELLUS_AQUATICUS|VRYSSES_201610","ASELLUS_AQUATICUS","2016-12-01","ASELLUS_AQUATICUS|VRYSSES_201610[A1]AAVr1","ASELLUS_AQUATICUS","2016-12-01","Aaquaticus|VRYSSES_201610_1ID","Aaquaticus|VRYSSES_201610_1ID_YAF614|COILKR1_YAF789_COILKR1","ASELLUS_AQUATICUS","2017-09-15","COI","1"
