"liste_gene_cible_par_individu","code_station","lat_deg_dec","long_deg_dec","code_lot_materiel","taxname_lot","code_ind_tri_morpho","code_ind_biomol","taxname_sqc_ass"
"16S;COI;AM4;28S;16S","FUESENTA","43.34588","-5.48251","STENASELLUS_VIREI_BUCHNERI|FUESENTA_200906","STENASELLUS_VIREI_BUCHNERI","STENASELLUS_VIREI_BUCHNERI|FUESENTA_200906[B.*]SVBF1","Svireibuchneri|FUESENTA_200906_1FID","STENASELLUS_VIREI_BUCHNERI"
"16S;AM4;28S;COI","FUESENTA","43.34588","-5.48251","STENASELLUS_VIREI_BUCHNERI|FUESENTA_200906","STENASELLUS_VIREI_BUCHNERI","STENASELLUS_VIREI_BUCHNERI|FUESENTA_200906[B.]SVBF2","Svireibuchneri|FUESENTA_200906_2","STENASELLUS_VIREI_BUCHNERI"
"AM4;16S;COI;28S","FUNTEZZA","40.212909","8.55895","PROASELLUS_EZZU|FUNTEZZA_201504","PROASELLUS_EZZU","PROASELLUS_EZZU|FUNTEZZA_201504[B1]PEzF2","Pezzu|FUNTEZZA_201504_2","PROASELLUS_EZZU"
"COI;28S;AM4;16S;28S","FUNTEZZA","40.212909","8.55895","PROASELLUS_EZZU|FUNTEZZA_201504","PROASELLUS_EZZU","PROASELLUS_EZZU|FUNTEZZA_201504[A1]PEzF1","Pezzu|FUNTEZZA_201504_1ID","PROASELLUS_EZZU"
"COI;COI;16S;AM4;28S","GABRIELE","38.103433","13.311207","PROASELLUS_N_SP_GABRIELE|GABRIELE_201407","PROASELLUS_N_SP_GABRIELE","PROASELLUS_N_SP_GABRIELE|GABRIELE_201407[A1]PspGa1","PspGabriele|GABRIELE_201407_1ID","PROASELLUS_N_SP_GABRIELE"
"28S;16S;AM4;AM4;28S;COI","GABRIELE","38.103433","13.311207","PROASELLUS_N_SP_GABRIELE|GABRIELE_201407","PROASELLUS_N_SP_GABRIELE","PROASELLUS_N_SP_GABRIELE|GABRIELE_201407[B1]PspGa2","PspGabriele|GABRIELE_201407_2","PROASELLUS_N_SP_GABRIELE"
"OPS1;OPS1;COI;AM4;16S;28S;28S","GAGGENAU","48.8028","8.32654","PROASELLUS_STROUHALI|GAGGENAU_200703","PROASELLUS_STROUHALI","PROASELLUS_STROUHALI|GAGGENAU_200703[VU]PStF3","Pstrouhali|GAGGENAU_200703_3","PROASELLUS_STROUHALI"
"AM4;OPS2;28S;16S;COI","GLANBACH","47.8101","13.02193","PROASELLUS_SLAVUS|GLANBACH_201009","PROASELLUS_SLAVUS","PROASELLUS_SLAVUS|GLANBACH_201009[1]PSlGl1","Pslavus|GLANBACH_201009_1ID","PROASELLUS_SLAVUS"
"OPS2;AM4;16S;COI;28S;OPS1;OPS1","GLINSCIC","45.620509","13.872278","PROASELLUS_ISTRIANUS|GLINSCIC_200701","PROASELLUS_ISTRIANUS","PROASELLUS_ISTRIANUS|GLINSCIC_200701[1]PIsB1","Pistrianus|GLINSCIC_200701_1ID","PROASELLUS_ISTRIANUS"
"AM4;28S;COI;16S","GOJAKOVI","42.98799","19.49634","PROASELLUS_ANOPHTALMUS|GOJAKOVI_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|GOJAKOVI_201107[1]PAnG1","Panophtalmus|GOJAKOVI_201107_1ID","PROASELLUS_ANOPHTALMUS"
"28S;OPS2;COI;AM4;16S","GOLLING","47.58191","13.17079","PROASELLUS_SLAVUS|GOLLING_201009","PROASELLUS_SLAVUS","PROASELLUS_SLAVUS|GOLLING_201009[1]PSlG1","Pslavus|GOLLING_201009_1ID","PROASELLUS_SLAVUS"
"28S;AM4;COI;COI;16S;28S","GRCOLORU","40.818624","8.826292","PROASELLUS_PATRIZII|GRCOLORU_201504","PROASELLUS_PATRIZII","PROASELLUS_PATRIZII|GRCOLORU_201504[A1]PPG1","Ppatrizii|GRCOLORU_201504_1ID","PROASELLUS_PATRIZII"
"COI;28S;AM4;AM4;16S","GRCOLORU","40.818624","8.826292","PROASELLUS_PATRIZII|GRCOLORU_201504","PROASELLUS_PATRIZII","PROASELLUS_PATRIZII|GRCOLORU_201504[A2]PPG2","Ppatrizii|GRCOLORU_201504_2ID","PROASELLUS_PATRIZII"
"AM4;16S;28S;COI","GREATHSP","36.13649","-94.20289","LIRCEUS_HOPPINAE|GREATHSP_201606","LIRCEUS_HOPPINAE","LIRCEUS_HOPPINAE|GREATHSP_201606[A2]LiHoG2","LIRhoppinae|GREATHSP_201606_2","LIRCEUS_HOPPINAE"
"28S;16S;AM4;COI","GREATHSP","36.13649","-94.20289","LIRCEUS_HOPPINAE|GREATHSP_201606","LIRCEUS_HOPPINAE","LIRCEUS_HOPPINAE|GREATHSP_201606[A1]LiHoG1","LIRhoppinae|GREATHSP_201606_1ID","LIRCEUS_HOPPINAE"
"28S;28S;28S;16S;AM4;AM4;COI;COI;16S","GRGIOVAN","39.337182","8.627516","STENASELLUS_NURAGICUS|GRGIOVAN_201410","STENASELLUS_NURAGICUS","STENASELLUS_NURAGICUS|GRGIOVAN_201410[B1ost]SNuG1","Snuragicus|GRGIOVAN_201410_1FID","STENASELLUS_NURAGICUS"
"28S;COI;AM4;16S","GRMEGALI","39.7772","19.8908","PROASELLUS_COXALIS|GRMEGALI_201203","PROASELLUS_COXALIS","PROASELLUS_COXALIS|GRMEGALI_201203[A1]PCoGr1","Pcoxalis|GRMEGALI_201203_1ID","PROASELLUS_COXALIS"
"COI;28S;16S;AM4","GROTFOOS","46.254493","12.813839","PROASELLUS_SP|GROTFOOS_201203","PROASELLUS_SP","PROASELLUS_SP|GROTFOOS_201203[B2]PspGf2","Psp|GROTFOOS_201203_2","PROASELLUS_INTERMEDIUS"
"16S;COI;AM4;COI;28S","GROTFOOS","46.254493","12.813839","PROASELLUS_SP|GROTFOOS_201203","PROASELLUS_SP","PROASELLUS_SP|GROTFOOS_201203[B1]PspGf1","Psp|GROTFOOS_201203_1","PROASELLUS_INTERMEDIUS"
"COI;28S;AM4;16S","HAYTZA","43.22222","-1.345278","PROASELLUS_CHAUVINI|HAYTZA_200811","PROASELLUS_CHAUVINI","PROASELLUS_CHAUVINI|HAYTZA_200811[B]PChH2","Pchauvini|HAYTZA_200811_2","PROASELLUS_CHAUVINI"
"28S;COI;16S;AM4","HERODOTO","37.683057","20.831305","PROASELLUS_COXALIS|HERODOTO_201303","PROASELLUS_COXALIS","PROASELLUS_COXALIS|HERODOTO_201303[A2]PCoHe2","Pcoxalis|HERODOTO_201303_2ID","PROASELLUS_COXALIS"
"28S;COI;16S;AM4","HERODOTO","37.683057","20.831305","PROASELLUS_COXALIS|HERODOTO_201303","PROASELLUS_COXALIS","PROASELLUS_COXALIS|HERODOTO_201303[A1]PCoHe1","Pcoxalis|HERODOTO_201303_1ID","PROASELLUS_COXALIS"
"COI;AM4;28S;28S;16S;16S;COI","IDREIJCA","46.095202","13.833698","PROASELLUS_INTERMEDIUS|IDREIJCA_200908","PROASELLUS_INTERMEDIUS","PROASELLUS_INTERMEDIUS|IDREIJCA_200908[1]PIT1","Pintermedius|IDREIJCA_200908_1ID","PROASELLUS_INTERMEDIUS"
"16S;COI;28S;AM4","ILERHIN1","48.2523","7.67539","PROASELLUS_COXALIS|ILERHIN1_201409","PROASELLUS_COXALIS","PROASELLUS_COXALIS|ILERHIN1_201409[B1ant]PCo1I2","Pcoxalis|ILERHIN1_201409_2","PROASELLUS_COXALIS"
"AM4;28S;16S;16S;AM4;COI;28S","IRMINIO","36.788596","14.601872","PROASELLUS_WOLFI|IRMINIO_201307","PROASELLUS_WOLFI","PROASELLUS_WOLFI|IRMINIO_201307[A1]PWoI1_PWoI1bis","Pwolfi|IRMINIO_201307_1ID","PROASELLUS_WOLFI"
"COI;COI;AM4;16S;28S","JABRON","44.16769","5.92341","PROASELLUS_SYNASELLOIDES|JABRON_201003","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|JABRON_201003[B]PSJA2","Psynaselloides|JABRON_201003_2","PROASELLUS_SYNASELLOIDES"
"AM4;OPS2;16S;28S;COI","JALON","38.75669","-0.10486","PROASELLUS_JALONIACUS|JALON_200910","PROASELLUS_JALONIACUS","PROASELLUS_JALONIACUS|JALON_200910[1v]PJJ1","Pjaloniacus|JALON_200910_1ID","PROASELLUS_JALONIACUS"
"28S;COI;16S;AM4;16S;28S","JAMAPOD","45.81886","15.09865","PROASELLUS_SLOVENICUS|JAMAPOD_200409","PROASELLUS_SLOVENICUS","PROASELLUS_SLOVENICUS|JAMAPOD_200409[B]PSloP1","Pslovenicus|JAMAPOD_200409_1","PROASELLUS_SLOVENICUS"
"OPS1;COI;COI;AM4;16S;28S","JAMAPOD","45.81886","15.09865","PROASELLUS_SLOVENICUS|JAMAPOD_200409","PROASELLUS_SLOVENICUS","PROASELLUS_SLOVENICUS|JAMAPOD_200409[B]PSloP3","Pslovenicus|JAMAPOD_200409_3","PROASELLUS_SLOVENICUS"
"28S;16S;28S;AM4;AM4;COI","JESUS","38.13233","-2.96932","PROASELLUS_ESCOLAI_AFF|JESUS_200910","PROASELLUS_ESCOLAI_AFF","PROASELLUS_ESCOLAI_AFF|JESUS_200910[1v]PEcG1","PescolaiAFF|JESUS_200910_1ID","PROASELLUS_ESCOLAI_AFF"
"16S;28S;28S;AM4;COI","JIVERO2","43.30385","-3.57186","STENASELLUS_VIREI_BUCHNERI|JIVERO2_200906","STENASELLUS_VIREI_BUCHNERI","STENASELLUS_VIREI_BUCHNERI|JIVERO2_200906[B.*]SVBJ1","Svireibuchneri|JIVERO2_200906_1FID","STENASELLUS_VIREI_BUCHNERI"
"16S;OPS2;OPS2;OPS1;AM4;COI;28S","JIVERO2","43.30385","-3.57186","PROASELLUS_ORTIZI|JIVERO2_200906","PROASELLUS_ORTIZI","PROASELLUS_ORTIZI|JIVERO2_200906[B.]POJ3","Portizi|JIVERO2_200906_3","PROASELLUS_ORTIZI"
"28S;16S;COI;AM4","JOHNSOSP","36.707526","-82.699303","LIRCEUS_HARGERI|JOHNSOSP_201606","LIRCEUS_HARGERI","LIRCEUS_HARGERI|JOHNSOSP_201606[A2]LiHJ2","LIRhargeri|JOHNSOSP_201606_2ID","LIRCEUS_HARGERI"
"16S;28S;COI;AM4","JOHNSOSP","36.707526","-82.699303","LIRCEUS_HARGERI|JOHNSOSP_201606","LIRCEUS_HARGERI","LIRCEUS_HARGERI|JOHNSOSP_201606[A1]LiHJ1","LIRhargeri|JOHNSOSP_201606_1ID","LIRCEUS_HARGERI"
"28S;COI;AM4;16S","KLJUC","43.0927","18.48516","PROASELLUS_KARAMANI|KLJUC_201107","PROASELLUS_KARAMANI","PROASELLUS_KARAMANI|KLJUC_201107[1]PKK1","Pkaramani|KLJUC_201107_1ID","PROASELLUS_KARAMANI"
"COI;16S;AM4;28S","KLUZA","45.6001","13.8544","PROASELLUS_SLAVUS_HISTRIAE|KLUZA_201007","PROASELLUS_SLAVUS_HISTRIAE","PROASELLUS_SLAVUS_HISTRIAE|KLUZA_201007[B]PSlK2","Pslavushistriae|KLUZA_201007_2","PROASELLUS_SLAVUS_HISTRIAE"
"28S;28S;COI;16S;AM4;AM4","KOKKINI","39.754724","19.924761","PROASELLUS_MONODI_CF|KOKKINI_200903","PROASELLUS_MONODI_CF","PROASELLUS_MONODI_CF|KOKKINI_200903[1]PMoK1","PmonodiCF|KOKKINI_200903_1ID","PROASELLUS_MONODI"
"AM4;COI;16S;28S","KOSTANO","39.210665","20.717675","PROASELLUS_COXALIS|KOSTANO_201203","PROASELLUS_COXALIS","PROASELLUS_COXALIS|KOSTANO_201203[A1]PCoK1","Pcoxalis|KOSTANO_201203_1ID","PROASELLUS_COXALIS"
"AM4;28S;16S;COI","KPM28","35.31051","24.83732","PROASELLUS_MINOICUS_AFF|KPM28_201610","PROASELLUS_MINOICUS_AFF","PROASELLUS_MINOICUS_AFF|KPM28_201610[A1]PMnKp1","PminoicusAFF|KPM28_201610_1ID","PROASELLUS_MINOICUS"
"16S;16S;COI;AM4;28S","KRENICA","43.71194","16.72781","PROASELLUS_ANOPHTALMUS|KRENICA_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|KRENICA_201107[1]PAnKe1","Panophtalmus|KRENICA_201107_1ID","PROASELLUS_ANOPHTALMUS"
"COI;AM4;AM4;COI;COI;28S;28S;28S;28S;28S;16S;16S","KURUZOVI","44.994153","15.651466","PROASELLUS_N_SP_KURUZOVICA|KURUZOVI_200611","PROASELLUS_N_SP_KURUZOVICA","PROASELLUS_N_SP_KURUZOVICA|KURUZOVI_200611[1]PspK1","PnspKuruzovica|KURUZOVI_200611_1ID","PROASELLUS_N_SP_KURUZOVICA"
"28S;16S;16S;COI;28S;AM4","LAALFRAN","41.59182","-0.76665","STENASELLUS_VIREI|LAALFRAN_201300","STENASELLUS_VIREI","STENASELLUS_VIREI|LAALFRAN_201300[1]SVL1","Svirei|LAALFRAN_201300_1ID","STENASELLUS_VIREI"
"16S;COI;28S;AM4;16S;COI","LAALFRAN","41.59182","-0.76665","BRAGASELLUS_LAGARIOIDES|LAALFRAN_201300","BRAGASELLUS_LAGARIOIDES","BRAGASELLUS_LAGARIOIDES|LAALFRAN_201300[1]BLL2","Blagarioides|LAALFRAN_201300_2","BRAGASELLUS_LAGARIOIDES"
"COI;28S;AM4;16S","LAFINOU","44.87955","1.61442","PROASELLUS_MERIDIANUS|LAFINOU_201011","PROASELLUS_MERIDIANUS","PROASELLUS_MERIDIANUS|LAFINOU_201011[1]PML1","Pmeridianus|LAFINOU_201011_1ID","PROASELLUS_MERIDIANUS"
"OPS1;COI;COI;AM4;AM4;28S;28S;OPS1;OPS1;OPS1;OPS1;16S;16S;COI","LAMINA","43.14528","-0.925833","PROASELLUS_VANDELI|LAMINA_200811","PROASELLUS_VANDELI","PROASELLUS_VANDELI|LAMINA_200811[B]PVaL1","Pvandeli|LAMINA_200811_1","PROASELLUS_VANDELI"
"AM4;AM4;16S;COI;28S","LAPENNE","44.2424","5.22722","PROASELLUS_N_SP_VERCLAUSE|LAPENNE_201002","PROASELLUS_N_SP_VERCLAUSE","PROASELLUS_N_SP_VERCLAUSE|LAPENNE_201002[1]PspO1","PnspVerclause|LAPENNE_201002_1ID","PROASELLUS_N_SP_VERCLAUSE"
"16S;28S;COI;COI;AM4;OPS1","LAUZIE","43.90972","2.233889","PROASELLUS_ALBIGENSIS|LAUZIE_200804","PROASELLUS_ALBIGENSIS","PROASELLUS_ALBIGENSIS|LAUZIE_200804[1]PAL2","Palbigensis|LAUZIE_200804_2ID","PROASELLUS_ALBIGENSIS"
"AM4;16S;28S;28S;AM4;COI","LEDENJA","43.523611","18.664722","PROASELLUS_HERCEGOVINENSIS|LEDENJA_200508","PROASELLUS_HERCEGOVINENSIS","PROASELLUS_HERCEGOVINENSIS|LEDENJA_200508[B]PHeF2","Phercegovinensis|LEDENJA_200508_2","PROASELLUS_HERCEGOVINENSIS"
"28S;16S;AM4;OPS2;COI","LEGACAO","40.03177","-8.46979","PROASELLUS_ARTHRODILUS|LEGACAO_201010","PROASELLUS_ARTHRODILUS","PROASELLUS_ARTHRODILUS|LEGACAO_201010[B]PAtL2","Parthrodilus|LEGACAO_201010_2","PROASELLUS_ARTHRODILUS"
"COI;AM4;28S;28S;16S","LEMARTIN","44.15654","3.84096","PROASELLUS_WALTERI|LEMARTIN_201407","PROASELLUS_WALTERI","PROASELLUS_WALTERI|LEMARTIN_201407[A1]D2","Pwalteri|LEMARTIN_201407_D2ID","PROASELLUS_WALTERI"
"28S;AM4;AM4;COI;16S;28S;28S","LENTIGI","36.83188","-3.68367","PROASELLUS_N_SP_LENTEGI|LENTIGI_201010","PROASELLUS_N_SP_LENTEGI","PROASELLUS_N_SP_LENTEGI|LENTIGI_201010[1]PspLe1","PnspLentegi|LENTIGI_201010_1ID","PROASELLUS_N_SP_LENTEGI"
"COI;28S;16S;AM4;28S","LENTIGI","36.83188","-3.68367","PROASELLUS_N_SP_LENTEGI|LENTIGI_201010","PROASELLUS_N_SP_LENTEGI","PROASELLUS_N_SP_LENTEGI|LENTIGI_201010[B]PspLe2","PnspLentegi|LENTIGI_201010_2","PROASELLUS_N_SP_LENTEGI"
"16S;AM4;28S;COI","LESDUYES","44.04098","6.10267","PROASELLUS_SYNASELLOIDES|LESDUYES_201003","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|LESDUYES_201003[1]PSDU1","Psynaselloides|LESDUYES_201003_1ID","PROASELLUS_SYNASELLOIDES"
"COI;28S;AM4;16S;16S;16S;28S;COI","LESDUYES","44.04098","6.10267","PROASELLUS_SP_LESDUYES|LESDUYES_201007","PROASELLUS_SP_LESDUYES","PROASELLUS_SP_LESDUYES|LESDUYES_201007[B]PspMs1","PspLesduyes|LESDUYES_201007_1","PROASELLUS_N_SP_JABRONH2"
"16S;AM4;28S;COI","LJUTASPR","42.5401","18.38041","PROASELLUS_ANOPHTALMUS|LJUTASPR_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|LJUTASPR_201107[1]PAnL1","Panophtalmus|LJUTASPR_201107_1ID","PROASELLUS_ANOPHTALMUS"
"AM4;28S;COI;16S","LJUTASPR","42.5401","18.38041","PROASELLUS_ANOPHTALMUS|LJUTASPR_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|LJUTASPR_201107[2]PAnL2","Panophtalmus|LJUTASPR_201107_2ID","PROASELLUS_ANOPHTALMUS"
"COI;28S;16S;AM4","LKAIAFA","37.493608","21.618405","PROASELLUS_COXALIS|LKAIAFA_201303","PROASELLUS_COXALIS","PROASELLUS_COXALIS|LKAIAFA_201303[A1]PCoLk1","Pcoxalis|LKAIAFA_201303_1ID","PROASELLUS_COXALIS"
"COI;28S;AM4;16S","LOMBARD","44.88191","1.61637","PROASELLUS_MERIDIANUS|LOMBARD_201011","PROASELLUS_MERIDIANUS","PROASELLUS_MERIDIANUS|LOMBARD_201011[1]PMLo1","Pmeridianus|LOMBARD_201011_1ID","PROASELLUS_MERIDIANUS"
"28S;AM4;16S;COI","LUSCROIX","44.6565","5.71148","PROASELLUS_SYNASELLOIDES|LUSCROIX_201003","PROASELLUS_SYNASELLOIDES","PROASELLUS_SYNASELLOIDES|LUSCROIX_201003[1]PSCR1","Psynaselloides|LUSCROIX_201003_1ID","PROASELLUS_SYNASELLOIDES"
"AM4;16S;28S;COI;OPS1;OPS2;OPS2","MADIRA","44.23552","9.63908","PROASELLUS_LIGUSTICUS|MADIRA_200904","PROASELLUS_LIGUSTICUS","PROASELLUS_LIGUSTICUS|MADIRA_200904[B]PLC2","Pligusticus|MADIRA_200904_2","PROASELLUS_LIGUSTICUS"
"28S;OPS2;16S;OPS1;COI;16S;28S;AM4;OPS1","MADIRA","44.23552","9.63908","PROASELLUS_LIGUSTICUS|MADIRA_200904","PROASELLUS_LIGUSTICUS","PROASELLUS_LIGUSTICUS|MADIRA_200904[1]PLC1","Pligusticus|MADIRA_200904_1ID","PROASELLUS_LIGUSTICUS"
"16S;COI;28S;28S;16S;AM4;COI","MAGLIA","43.97152","7.47518","PROASELLUS_N_SP_MAGLIA|MAGLIA_200908","PROASELLUS_N_SP_MAGLIA","PROASELLUS_N_SP_MAGLIA|MAGLIA_200908[1]PspMB1","PnspMaglia|MAGLIA_200908_1ID","PROASELLUS_N_SP_MAGLIA"
"28S;16S;AM4;COI","MALECNI2","46.55427","15.69569","PROASELLUS_DEMINUTUS|MALECNI2_201009","PROASELLUS_DEMINUTUS","PROASELLUS_DEMINUTUS|MALECNI2_201009[1]PDMl1","Pdeminutus|MALECNI2_201009_1ID","PROASELLUS_DEMINUTUS"
"16S;COI;AM4;28S;28S","MALENIC2","42.63259","19.01171","PROASELLUS_ANOPHTALMUS|MALENIC2_201107","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|MALENIC2_201107[1]PAnMa1","Panophtalmus|MALENIC2_201107_1ID","PROASELLUS_ANOPHTALMUS"
"28S;COI;16S;AM4;AM4","MALPASSO","41.765623","12.430644","PROASELLUS_LIGUSTICUS_AFF|MALPASSO_201212","PROASELLUS_LIGUSTICUS_AFF","PROASELLUS_LIGUSTICUS_AFF|MALPASSO_201212[A1]PLMa1","Pligusticus|MALPASSO_201212_1ID","PROASELLUS_AMITERNINUS"
"28S;28S;28S;AM4;COI;16S","MANITPEC","44.32","15.48","PROASELLUS_ANOPHTALMUS|MANITPEC_201509","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|MANITPEC_201509[A3]PAnMc3","Panophtalmus|MANITPEC_201509_3","PROASELLUS_ANOPHTALMUS"
"AM4;28S;28S;28S;COI;16S","MANITPEC","44.32","15.48","PROASELLUS_ANOPHTALMUS|MANITPEC_201509","PROASELLUS_ANOPHTALMUS","PROASELLUS_ANOPHTALMUS|MANITPEC_201509[A1]PAnMc1","Panophtalmus|MANITPEC_201509_1ID","PROASELLUS_ANOPHTALMUS"
"COI;16S;28S;AM4","MARFIL","42.86092","-3.59298","BRAGASELLUS_LAGARIOIDES|MARFIL_200906","BRAGASELLUS_LAGARIOIDES","BRAGASELLUS_LAGARIOIDES|MARFIL_200906[B]BLM1","Blagarioides|MARFIL_200906_1","BRAGASELLUS_LAGARIOIDES"
"OPS1;OPS1;OPS2;AM4;COI;28S;16S","MARFIL","42.86092","-3.59298","PROASELLUS_EBRENSIS|MARFIL_200906","PROASELLUS_EBRENSIS","PROASELLUS_EBRENSIS|MARFIL_200906[1.]PEM1","Pebrensis|MARFIL_200906_1ID","PROASELLUS_EBRENSIS"
"OPS1;16S;COI;AM4;28S","MARGHE","44.27222","9.6571","PROASELLUS_MICROPECTINATUS|MARGHE_200904","PROASELLUS_MICROPECTINATUS","PROASELLUS_MICROPECTINATUS|MARGHE_200904[1]PMiM1","Pmicropectinatus|MARGHE_200904_1ID","PROASELLUS_MICROPECTINATUS"
"AM4;28S;16S;COI","MATARRA","40.92964","0.10431","PROASELLUS_LESCHERAE|MATARRA_200910","PROASELLUS_LESCHERAE","PROASELLUS_LESCHERAE|MATARRA_200910[Bv]PLeM2","Plescherae|MATARRA_200910_2","PROASELLUS_LESCHERAE"
"COI;AM4;AM4;28S;28S;16S;16S","MAZANDAR","36.664165","51.180869","PROASELLUS_N_SP_MAZANDRAN|MAZANDAR_200910","PROASELLUS_N_SP_MAZANDRAN","PROASELLUS_N_SP_MAZANDRAN|MAZANDAR_200910[F]PspIM1","PnspMazandran|MAZANDAR_200910_1","PROASELLUS_N_SP_MAZANDRAN"
"COI;COI;28S;16S;AM4","MECINA","36.98795","-3.14993","PROASELLUS_N_SP_MECINA|MECINA_201010","PROASELLUS_N_SP_MECINA","PROASELLUS_N_SP_MECINA|MECINA_201010[1]PspMc1","PnspMecina|MECINA_201010_1ID","PROASELLUS_N_SP_MECINA"
"28S;AM4;16S;16S;COI;COI","MENGIANU","39.794689","9.006935","PROASELLUS_RUFFOI_CF|MENGIANU_201003","PROASELLUS_RUFFOI_CF","PROASELLUS_RUFFOI_CF|MENGIANU_201003[1]PRfM1","PruffoiCF|MENGIANU_201003_1ID","PROASELLUS_RUFFOI_CF"
"16S;AM4;28S;COI","MEREMIL","39.597661","-0.84881","PROASELLUS_MARGALEFI|MEREMIL_200910","PROASELLUS_MARGALEFI","PROASELLUS_MARGALEFI|MEREMIL_200910[1]PMaF1","Pmargalefi|MEREMIL_200910_1ID","PROASELLUS_MARGALEFI"
"OPS2;OPS2;28S;COI;AM4;16S","MEREMIL","39.597661","-0.84881","BRAGASELLUS_LAGARI|MEREMIL_200910","BRAGASELLUS_LAGARI","BRAGASELLUS_LAGARI|MEREMIL_200910[1]BLaF1","Blagari|MEREMIL_200910_1ID","BRAGASELLUS_LAGARI"
"28S;AM4;16S;COI","MERIGNY","46.64083","0.934722","GALLASELLUS_HEILYI|MERIGNY_200908","GALLASELLUS_HEILYI","GALLASELLUS_HEILYI|MERIGNY_200908[J]PspMe1","Psp|MERIGNY_200908_1","GALLASELLUS_HEILYI"
"COI;COI;16S;16S;28S;AM4","MERLEVEN","47.727395","-3.265807","PROASELLUS_STROUHALI|MERLEVEN_201208","PROASELLUS_STROUHALI","PROASELLUS_STROUHALI|MERLEVEN_201208[1]PStMe1","Pstrouhali|MERLEVEN_201208_1ID","PROASELLUS_STROUHALI"
"AM4;16S;16S;OPS1;OPS1;OPS1;28S;COI;COI","MESCLA","43.9125","7.185833","PROASELLUS_N_SP_MESCLA|MESCLA_200904","PROASELLUS_N_SP_MESCLA","PROASELLUS_N_SP_MESCLA|MESCLA_200904[20]PspM20","PnspMescla|MESCLA_200904_20","PROASELLUS_N_SP_MESCLA"
"28S;AM4;OPS1;COI;16S","MESCLA","43.9125","7.185833","PROASELLUS_N_SP_MESCLA|MESCLA_200904","PROASELLUS_N_SP_MESCLA","PROASELLUS_N_SP_MESCLA|MESCLA_200904[21]PspM21","PnspMescla|MESCLA_200904_21","PROASELLUS_N_SP_MESCLA"
"OPS2;AM4;COI;COI;28S;16S;OPS2;OPS2;OPS2","MESCLA","43.9125","7.185833","PROASELLUS_ROUCHI|MESCLA_200904","PROASELLUS_ROUCHI","PROASELLUS_ROUCHI|MESCLA_200904[1]PRM1","Prouchi|MESCLA_200904_1ID","PROASELLUS_ROUCHI"
"28S;AM4;16S;COI;COI","MESKLASP","35.400157","23.956114","PROASELLUS_SP|MESKLASP_201610","PROASELLUS_SP","PROASELLUS_SP|MESKLASP_201610[A2]PCoMe2","Psp|MESKLASP_201610_2ID","PROASELLUS_COXALIS"
"16S;28S;AM4;COI","MESKLASP","35.400157","23.956114","PROASELLUS_SP|MESKLASP_201610","PROASELLUS_SP","PROASELLUS_SP|MESKLASP_201610[A1]PCoMe1","Psp|MESKLASP_201610_1ID","PROASELLUS_COXALIS"
