"code_lot_materiel","primer_pcr_start","primer_pcr_end","qualite_pcr","code_ind_biomol","code_ind_tri_morpho","type_individu","code_tube","num_ind_biomol","commentaire_ind","taxname","date_identification","precision_date","critere_identification","commentaire_esp_id"
"PROASELLUS_WALTERI|AUJAC_201407","16SProaF1","16Sbr","","Pwalteri|AUJAC_201407_H5ID","PROASELLUS_WALTERI|AUJAC_201407[A1]H5","A","A1","H5ID","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|AUJAC_201407","COILCO1490","COIProaR1","","Pwalteri|AUJAC_201407_H5ID","PROASELLUS_WALTERI|AUJAC_201407[A1]H5","A","A1","H5ID","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|AUJAC_201407","16SProaF1","16Sbr","","Pwalteri|AUJAC_201407_A6","PROASELLUS_WALTERI|AUJAC_201407[B1]A6","B","B1","A6","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|AUJAC_201407","COILCO1490","COIPwaltR1","","Pwalteri|AUJAC_201407_A6","PROASELLUS_WALTERI|AUJAC_201407[B1]A6","B","B1","A6","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|AUJAC_201407","16SProaF1","16Sbr","","Pwalteri|AUJAC_201407_D6","PROASELLUS_WALTERI|AUJAC_201407[B2]D6","B","B2","D6","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|AZERGUES_200700","COIPwaltF1","COIHCO2198","","Pwalteri|AZERGUES_200700_2ID","PROASELLUS_WALTERI|AZERGUES_200700[1]PWAz2","A","1","2ID","","PROASELLUS_WALTERI","2010-04-01","M","M",""
"PROASELLUS_WALTERI|AZERGUES_200700","16SProaF1","16Sbr","","Pwalteri|AZERGUES_200700_2ID","PROASELLUS_WALTERI|AZERGUES_200700[1]PWAz2","A","1","2ID","","PROASELLUS_WALTERI","2010-04-01","M","M",""
"PROASELLUS_WALTERI|AZERGUES_200700","COIPwaltF1","COIHCO2198","","Pwalteri|AZERGUES_200700_1","PROASELLUS_WALTERI|AZERGUES_200700[B]PWAz1","B","B","1","","PROASELLUS_WALTERI","2007-04-30","J","M",""
"PROASELLUS_WALTERI|AZERGUES_200700","16SProaF1","16Sbr","","Pwalteri|AZERGUES_200700_1","PROASELLUS_WALTERI|AZERGUES_200700[B]PWAz1","B","B","1","","PROASELLUS_WALTERI","2007-04-30","J","M",""
"PROASELLUS_WALTERI|AZERGUES_200700","28Slev2","28Sdes1","","Pwalteri|AZERGUES_200700_1","PROASELLUS_WALTERI|AZERGUES_200700[B]PWAz1","B","B","1","","PROASELLUS_WALTERI","2007-04-30","J","M",""
"PROASELLUS_WALTERI|AZERGUES_200803","16SProaF1","16Sbr","","Pwalteri|AZERGUES_200803_1ID","PROASELLUS_WALTERI|AZERGUES_200803[1]PWB1","A","1","1ID","","PROASELLUS_WALTERI","2008-03-20","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","COILCO1490","COIHCO2198","","Pwalteri|BELMONT_200707_1ID","PROASELLUS_WALTERI|BELMONT_200707[10]PWBel1","A","10","1ID","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SarDr","16Sbr","","Pwalteri|BELMONT_200707_1ID","PROASELLUS_WALTERI|BELMONT_200707[10]PWBel1","A","10","1ID","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","28Slev2","28Sdes1","","Pwalteri|BELMONT_200707_1ID","PROASELLUS_WALTERI|BELMONT_200707[10]PWBel1","A","10","1ID","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SProaF1","16Sbr","","Pwalteri|BELMONT_200707_1msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB1","INC","INCONNU","1msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SarDr","16SStenaR1","","Pwalteri|BELMONT_200707_2msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB2","INC","INCONNU","2msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SProaF1","16Sbr","","Pwalteri|BELMONT_200707_3msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB3","INC","INCONNU","3msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SarDr","16SStenaR1","","Pwalteri|BELMONT_200707_4msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB4","INC","INCONNU","4msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SProaF1","16Sbr","","Pwalteri|BELMONT_200707_5msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB5","INC","INCONNU","5msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SarDr","16SStenaR1","","Pwalteri|BELMONT_200707_6msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB6","INC","INCONNU","6msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SProaF1","16Sbr","","Pwalteri|BELMONT_200707_7msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB7","INC","INCONNU","7msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BELMONT_200707","16SarDr","16SStenaR1","","Pwalteri|BELMONT_200707_8msat","PROASELLUS_WALTERI|BELMONT_200707[INCONNU]PPWLOB8","INC","INCONNU","8msat","","PROASELLUS_WALTERI","2007-07-23","J","M",""
"PROASELLUS_WALTERI|BERTHEZE_201407","16SProaF1","16Sbr","","Pwalteri|BERTHEZE_201407_G4ID","PROASELLUS_WALTERI|BERTHEZE_201407[A1]G4","A","A1","G4ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|BERTHEZE_201407","COIPwaltF1","COIHCO2198","","Pwalteri|BERTHEZE_201407_G4ID","PROASELLUS_WALTERI|BERTHEZE_201407[A1]G4","A","A1","G4ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|BERTHEZE_201407","16SProaF1","16Sbr","","Pwalteri|BERTHEZE_201407_D5","PROASELLUS_WALTERI|BERTHEZE_201407[B1]D5","B","B1","D5","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|BERTHEZE_201407","COILCO1490","COIPwaltR1","","Pwalteri|BERTHEZE_201407_D5","PROASELLUS_WALTERI|BERTHEZE_201407[B1]D5","B","B1","D5","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|BERTHEZE_201407","16SProaF1","16Sbr","","Pwalteri|BERTHEZE_201407_E5","PROASELLUS_WALTERI|BERTHEZE_201407[B2]E5","B","B2","E5","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|BERTHEZE_201407","COILCO1490","COIPwaltR1","","Pwalteri|BERTHEZE_201407_E5","PROASELLUS_WALTERI|BERTHEZE_201407[B2]E5","B","B2","E5","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|BESSEGES_201407","16SProaF1","16Sbr","","Pwalteri|BESSEGES_201407_A1ID","PROASELLUS_WALTERI|BESSEGES_201407[A1]A1","A","A1","A1ID","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|BESSEGES_201407","COIProaF1","COIHCO2198","","Pwalteri|BESSEGES_201407_A1ID","PROASELLUS_WALTERI|BESSEGES_201407[A1]A1","A","A1","A1ID","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|BESSEGES_201407","16SProaF1","16Sbr","","Pwalteri|BESSEGES_201407_E2","PROASELLUS_WALTERI|BESSEGES_201407[B1]E2","B","B1","E2","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|BESSEGES_201407","COIPwaltF1","COIHCO2198","","Pwalteri|BESSEGES_201407_E2","PROASELLUS_WALTERI|BESSEGES_201407[B1]E2","B","B1","E2","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|BESSEGES_201407","16SProaF1","16Sbr","","Pwalteri|BESSEGES_201407_F2","PROASELLUS_WALTERI|BESSEGES_201407[B2]F2","B","B2","F2","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|BESSEGES_201407","COIPwaltF1","COIHCO2198","","Pwalteri|BESSEGES_201407_F2","PROASELLUS_WALTERI|BESSEGES_201407[B2]F2","B","B2","F2","","PROASELLUS_WALTERI","2014-07-21","J","M",""
"PROASELLUS_WALTERI|BURKH1_201005","COIPsynaF1","COIHCO2198","","Psp|BURKH1_200905_3","PROASELLUS_WALTERI|BURKH1_201005[B5]PspBu3","B","B5","3","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|BURKH1_201005","16SarDr","16SStenaR1","","Psp|BURKH1_200905_3","PROASELLUS_WALTERI|BURKH1_201005[B5]PspBu3","B","B5","3","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|BURKH1_201005","28Slev2","28Sdes1","","Psp|BURKH1_200905_3","PROASELLUS_WALTERI|BURKH1_201005[B5]PspBu3","B","B5","3","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|BURKH1_201005","16SProaF1","16Sbr","","Psp|BURKH1_200905_1","PROASELLUS_WALTERI|BURKH1_201005[B3]PspBu1","B","B3","1","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|BURKH1_201005","COILCO1490","COIPwaltR1","","Psp|BURKH1_200905_1","PROASELLUS_WALTERI|BURKH1_201005[B3]PspBu1","B","B3","1","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|BURKH1_201005","28Slev2","28Sdes1","","Psp|BURKH1_200905_1","PROASELLUS_WALTERI|BURKH1_201005[B3]PspBu1","B","B3","1","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|BURKH1_201005","16SProaF1","16Sbr","","Psp|BURKH1_200905_2","PROASELLUS_WALTERI|BURKH1_201005[B4]PspBu2","B","B4","2","","PROASELLUS_WALTERI","2010-08-01","M","M","PAS DE LAME MONTEE POUR LE LOT AU QUEL APPARTIENT CET INDIVIDU"
"PROASELLUS_WALTERI|CEZEBAGN_201605","16SStenaF1","16Sbr","","Pwalteri|CEZEBAGN_201605_1ID","PROASELLUS_WALTERI|CEZEBAGN_201605[A1]PWZ1","A","A1","1ID","","PROASELLUS_WALTERI","2016-07-01","M","M",""
"PROASELLUS_WALTERI|CEZEBAGN_201605","COILKF1","COIHCO2198","","Pwalteri|CEZEBAGN_201605_1ID","PROASELLUS_WALTERI|CEZEBAGN_201605[A1]PWZ1","A","A1","1ID","","PROASELLUS_WALTERI","2016-07-01","M","M",""
"PROASELLUS_WALTERI|CEZEBAGN_201605","16SStenaF1","16Sbr","","Pwalteri|CEZEBAGN_201605_2","PROASELLUS_WALTERI|CEZEBAGN_201605[A2]PWZ2","A","A2","2","","PROASELLUS_WALTERI","2016-07-01","M","M",""
"PROASELLUS_WALTERI|CEZEBAGN_201605","16SarDr","16SStenaR1","","Pwalteri|CEZEBAGN_201605_3","PROASELLUS_WALTERI|CEZEBAGN_201605[A3]PWZ3","A","A3","3","","PROASELLUS_WALTERI","2016-07-01","M","M",""
"PROASELLUS_WALTERI|CEZEBAGN_201605","COILCO1490","COILKR3","","Pwalteri|CEZEBAGN_201605_3","PROASELLUS_WALTERI|CEZEBAGN_201605[A3]PWZ3","A","A3","3","","PROASELLUS_WALTERI","2016-07-01","M","M",""
"PROASELLUS_WALTERI|CHINIER_201407","16SProaF1","16Sbr","","Pwalteri|CHINIER_201407_B1ID","PROASELLUS_WALTERI|CHINIER_201407[A1]B1","A","A1","B1ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","COIProaF1","COIHCO2198","","Pwalteri|CHINIER_201407_B1ID","PROASELLUS_WALTERI|CHINIER_201407[A1]B1","A","A1","B1ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","AM4F2","AM4R2","","Pwalteri|CHINIER_201407_B1ID","PROASELLUS_WALTERI|CHINIER_201407[A1]B1","A","A1","B1ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","28SStenaF1a","28SStenaR1","","Pwalteri|CHINIER_201407_B1ID","PROASELLUS_WALTERI|CHINIER_201407[A1]B1","A","A1","B1ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","28Slev2","28Sdes1","","Pwalteri|CHINIER_201407_B1ID","PROASELLUS_WALTERI|CHINIER_201407[A1]B1","A","A1","B1ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","16SProaF1","16Sbr","","Pwalteri|CHINIER_201407_B3ID","PROASELLUS_WALTERI|CHINIER_201407[A2]B3","A","A2","B3ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","COIProaF1","COIHCO2198","","Pwalteri|CHINIER_201407_B3ID","PROASELLUS_WALTERI|CHINIER_201407[A2]B3","A","A2","B3ID","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","16SProaF1","16Sbr","","Pwalteri|CHINIER_201407_C3","PROASELLUS_WALTERI|CHINIER_201407[B1]C3","B","B1","C3","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|CHINIER_201407","COILCO1490","COIPwaltR1","","Pwalteri|CHINIER_201407_C3","PROASELLUS_WALTERI|CHINIER_201407[B1]C3","B","B1","C3","","PROASELLUS_WALTERI","2014-07-19","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","COIPwaltF1","COIHCO2198","","Pwalteri|COLLIER_200804_1ID","PROASELLUS_WALTERI|COLLIER_200804[1]PWP1","A","1","1ID","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","28Slev2","28Sdes1","","Pwalteri|COLLIER_200804_1ID","PROASELLUS_WALTERI|COLLIER_200804[1]PWP1","A","1","1ID","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","16SProaF1","16Sbr","","Pwalteri|COLLIER_200804_1ID","PROASELLUS_WALTERI|COLLIER_200804[1]PWP1","A","1","1ID","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","COIPwaltF1","COIHCO2198","","Pwalteri|COLLIER_200804_2","PROASELLUS_WALTERI|COLLIER_200804[B]PWP2","B","B","2","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","16SProaF1","16Sbr","","Pwalteri|COLLIER_200804_2","PROASELLUS_WALTERI|COLLIER_200804[B]PWP2","B","B","2","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","COIPwaltF1","COIHCO2198","","Pwalteri|COLLIER_200804_3","PROASELLUS_WALTERI|COLLIER_200804[B]PWP3","B","B","3","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COLLIER_200804","16SProaF1","16Sbr","","Pwalteri|COLLIER_200804_3","PROASELLUS_WALTERI|COLLIER_200804[B]PWP3","B","B","3","","PROASELLUS_WALTERI","2008-04-16","J","M",""
"PROASELLUS_WALTERI|COQUILLE_200807","28Slev2","28Sdes1","","Pwalteri|COQUILLE_200807_1ID","PROASELLUS_WALTERI|COQUILLE_200807[1]PWC1","A","1","1ID","","PROASELLUS_WALTERI","2008-07-01","M","M",""
"PROASELLUS_WALTERI|COQUILLE_200807","COIPwaltF1","COIHCO2198","","Pwalteri|COQUILLE_200807_1ID","PROASELLUS_WALTERI|COQUILLE_200807[1]PWC1","A","1","1ID","","PROASELLUS_WALTERI","2008-07-01","M","M",""
"PROASELLUS_WALTERI|COQUILLE_200807","16SProaF1","16Sbr","","Pwalteri|COQUILLE_200807_1ID","PROASELLUS_WALTERI|COQUILLE_200807[1]PWC1","A","1","1ID","","PROASELLUS_WALTERI","2008-07-01","M","M",""
"PROASELLUS_WALTERI|COQUILLE_200807","16SProaF1","16Sbr","","Pwalteri|COQUILLE_200807_2ID","PROASELLUS_WALTERI|COQUILLE_200807[2]PWC2","A","2","2ID","","PROASELLUS_WALTERI","2008-07-01","M","M",""
"PROASELLUS_WALTERI|COQUILLE_200807","COIPwaltF1","COIHCO2198","","Pwalteri|COQUILLE_200807_2ID","PROASELLUS_WALTERI|COQUILLE_200807[2]PWC2","A","2","2ID","","PROASELLUS_WALTERI","2008-07-01","M","M",""
"PROASELLUS_WALTERI|COULAROU_201407","16SProaF1","16Sbr","","Pwalteri|COULAROU_201407_F1ID","PROASELLUS_WALTERI|COULAROU_201407[A1]F1","A","A1","F1ID","","PROASELLUS_WALTERI","2014-07-23","J","M",""
"PROASELLUS_WALTERI|COULAROU_201407","COILCO1490","COIPwaltR1","","Pwalteri|COULAROU_201407_F1ID","PROASELLUS_WALTERI|COULAROU_201407[A1]F1","A","A1","F1ID","","PROASELLUS_WALTERI","2014-07-23","J","M",""
"PROASELLUS_WALTERI|COULAROU_201407","16SProaF1","16Sbr","","Pwalteri|COULAROU_201407_E3","PROASELLUS_WALTERI|COULAROU_201407[B1]E3","B","B1","E3","","PROASELLUS_WALTERI","2014-07-23","J","M",""
"PROASELLUS_WALTERI|COULAROU_201407","COILCO1490","COIPwaltR1","","Pwalteri|COULAROU_201407_E3","PROASELLUS_WALTERI|COULAROU_201407[B1]E3","B","B1","E3","","PROASELLUS_WALTERI","2014-07-23","J","M",""
"PROASELLUS_WALTERI|COULAROU_201407","16SProaF1","16Sbr","","Pwalteri|COULAROU_201407_F3","PROASELLUS_WALTERI|COULAROU_201407[B2]F3","B","B2","F3","","PROASELLUS_WALTERI","2014-07-23","J","M",""
"PROASELLUS_WALTERI|COULAROU_201407","COIPwaltF1","COIHCO2198","","Pwalteri|COULAROU_201407_F3","PROASELLUS_WALTERI|COULAROU_201407[B2]F3","B","B2","F3","","PROASELLUS_WALTERI","2014-07-23","J","M",""
"PROASELLUS_WALTERI|CZ03CEZE_201307","16SarDr","16SStenaR1","","Pwalteri|CZ03CEZE_201307_1ID","PROASELLUS_WALTERI|CZ03CEZE_201307[A1]PWCe1","A","A1","1ID","","PROASELLUS_WALTERI","2014-05-01","M","M",""
"PROASELLUS_WALTERI|CZ03CEZE_201307","16SarDr","16SStenaR1","","Pwalteri|CZ03CEZE_201307_2ID","PROASELLUS_WALTERI|CZ03CEZE_201307[A1]PWCe2","A","A1","2ID","","PROASELLUS_WALTERI","2014-05-01","M","M",""
"PROASELLUS_WALTERI|CZ14CEZE_201307","16SProaF1","16Sbr","","Pwalteri|CZ14CEZE_201307_3ID","PROASELLUS_WALTERI|CZ14CEZE_201307[A2]PWCe3","A","A2","3ID","","PROASELLUS_WALTERI","2014-05-01","M","M",""
"PROASELLUS_WALTERI|CZ14CEZE_201307","16SStenaF1","16SStenaR1","","Pwalteri|CZ14CEZE_201307_5ID","PROASELLUS_WALTERI|CZ14CEZE_201307[A1]PWCe5","A","A1","5ID","","PROASELLUS_WALTERI","2014-05-01","M","M",""
"PROASELLUS_WALTERI|CZ25CEZE_201307","16SStenaF1","16SStenaR1","","Pwalteri|CZ25CEZE_201307_4ID","PROASELLUS_WALTERI|CZ25CEZE_201307[A1]PWCe4","A","A1","4ID","","PROASELLUS_WALTERI","2014-05-01","M","M",""
"PROASELLUS_WALTERI|CZ25CEZE_201307","16SProaF1","16Sbr","","Pwalteri|CZ25CEZE_201307_4ID","PROASELLUS_WALTERI|CZ25CEZE_201307[A1]PWCe4","A","A1","4ID","","PROASELLUS_WALTERI","2014-05-01","M","M",""
